ic,log_hr,se,hr,hr_lo,hr_hi,source
-1.65,0.17647041815682976,0.09515063438401769,1.192999135124287,0.9900252558336246,1.437586493900996,CHARLS
-1.6,0.16532814321033693,0.09250042829354571,1.1797801920598863,0.9841541907933427,1.4142919012058912,CHARLS
-1.55,0.15418586826384398,0.08985700815117763,1.1667077205649903,0.9783049304549175,1.3913932791823775,CHARLS
-1.5,0.1430435933173511,0.08722099094745049,1.1537800976716688,0.9724763243379605,1.368885267915907,CHARLS
-1.45,0.1319013183708582,0.08459306873741315,1.1409957183951727,0.966667106810603,1.3467627275448288,CHARLS
-1.4,0.12075904342436525,0.08197402005241171,1.1283529955346738,0.960875879618508,1.325020754020339,CHARLS
-1.35,0.10961676847787241,0.07936472338058465,1.115850359476212,0.9551010912915527,1.3036546980167851,CHARLS
-1.2999999999999998,0.09847449353137946,0.07676617314666183,1.1034862579978226,0.9493410127897266,1.2826601876303287,CHARLS
-1.25,0.08733221858488657,0.07417949872082473,1.0912591560768288,0.9435937086063663,1.2620331556473863,CHARLS
-1.2,0.07618994363839368,0.07160598710963657,1.0791675356992643,0.9378570023699608,1.2417698723411743,CHARLS
-1.15,0.06504766869190079,0.06904711013504523,1.0672098956714093,0.9321284357681789,1.2218669849722672,CHARLS
-1.1,0.053905393745407926,0.06650455709678642,1.0553847514334165,0.926405219351481,1.2023215654353745,CHARLS
-1.0499999999999998,0.04276311879891498,0.06398027414650084,1.0436906348749984,0.9206841734504417,1.1831311678177894,CHARLS
-1,0.031620843852422115,0.06147651188597249,1.0321260941531616,0.9149616570536169,1.1642938980222588,CHARLS
-0.95,0.020478568905929195,0.05899588304325865,1.0206896935119558,0.9092334820382217,1.1458084980615966,CHARLS
-0.8999999999999999,0.009336293959436304,0.05654143248118691,1.0093800131042248,0.9034948096298178,1.1276744481484404,CHARLS
-0.8499999999999999,-0.0018059809870566157,0.05411672224533199,0.9981956488153279,0.8977400254137482,1.109892090257018,CHARLS
-0.7999999999999998,-0.012948255933549507,0.051725934836552044,0.9871352120888185,0.8919625886890856,1.0924627773657658,CHARLS
-0.75,-0.02409053088004237,0.04937399833348597,0.9761973297540523,0.8861548515669507,1.0753890529785626,CHARLS
-0.7,-0.03523280582653529,0.047066737264632535,0.9653806438557053,0.8803078431998892,1.0586748655375076,CHARLS
-0.6499999999999999,-0.04637508077302818,0.04481105299615096,0.9546838114851824,0.8744110153009315,1.042325821568255,CHARLS
-0.5999999999999999,-0.0575173557195211,0.04261513643170437,0.9441055046138928,0.8684519473766457,1.0263494791332226,CHARLS
-0.5499999999999998,-0.068659630666014,0.0404887132932714,0.9336444099283728,0.862416015008613,1.0107556782578926,CHARLS
-0.5,-0.07980190561250686,0.03844331702363513,0.9232992286672368,0.8562860338361981,0.9955568956769749,CHARLS
-0.44999999999999996,-0.09094418055899976,0.03649257475155356,0.9130686764599328,0.8500419080949475,0.9807685950457539,CHARLS
-0.3999999999999999,-0.10208645550549267,0.03465247565180245,0.902951483167287,0.843660338618475,0.9664095177084207,CHARLS
-0.34999999999999987,-0.11322873045198557,0.03294156635897609,0.892946392723813,0.8371146835329185,0.9525018207939667,CHARLS
-0.2999999999999998,-0.12437100539847848,0.031380984499373446,0.88305216298177,0.8303751145747198,0.9390709197085595,CHARLS
-0.25,-0.13551328034497134,0.029994203618366588,0.873267565556948,0.8234092634744973,0.9261448405813054,CHARLS
-0.19999999999999996,-0.14665555529146423,0.02880633579324488,0.8635913856761616,0.8161835803140678,0.9137528607560231,CHARLS
-0.1499999999999999,-0.15779783023795715,0.02784285153408957,0.8540224220264343,0.8086655821657229,0.9019232590196077,CHARLS
-0.09999999999999987,-0.16894010518445007,0.027127669451107554,0.8445594866058541,0.8008269983640467,0.8906801692163913,CHARLS
-0.04999999999999982,-0.18008238013094297,0.026680764358068557,0.8352014045760802,0.7926474939776877,0.880039855680781,CHARLS
0,-0.19122465507743583,0.026515704633217577,0.8259470141164855,0.7841182537364149,0.8700071282325471,CHARLS
0.050000000000000266,-0.20236693002392878,0.02663773012560038,0.816795166279915,0.7752444491767467,0.8605728739711755,CHARLS
0.10000000000000009,-0.21350920497042164,0.02704295488432481,0.8077447248500416,0.7660457412922056,0.8517135535829496,CHARLS
0.1499999999999999,-0.2246514799169145,0.02771896138187654,0.7987945662003033,0.7565545467726138,0.8433929340760498,CHARLS
0.20000000000000018,-0.23579375486340745,0.02864658618207983,0.7899435791544036,0.7468125489848378,0.8355655767909953,CHARLS
0.25,-0.24693602980990031,0.02980234299963205,0.7811906648483565,0.7368664416896745,0.8281810926914528,CHARLS
0.30000000000000027,-0.25807830475639326,0.031160857902681947,0.7725347365940615,0.7267639197922641,0.8211881506377562,CHARLS
0.3500000000000001,-0.26922057970288615,0.03269686759886306,0.7639747197443888,0.7165505806073715,0.8145375751615335,CHARLS
0.40000000000000036,-0.2803628546493791,0.034386594843151506,0.7555095515597609,0.7062679502636541,0.8081843191170572,CHARLS
0.4500000000000002,-0.29150512959587194,0.036208525620626326,0.7471381810762113,0.6959525196890504,0.8020884267669276,CHARLS
0.5,-0.30264740454236483,0.03814372056990612,0.7388595689749062,0.6856355251741036,0.7962152523050205,CHARLS
0.5500000000000003,-0.3137896794888578,0.040175815844779486,0.7306726874531106,0.675343196173922,0.7905352111557509,CHARLS
0.6000000000000001,-0.3249319544353506,0.04229084543084018,0.722576520096586,0.6650972479628711,0.7850232864353079,CHARLS
0.6500000000000004,-0.33607422938184356,0.044476979487143964,0.7145700617533999,0.6549154673367633,0.7796584423798579,CHARLS
0.7000000000000002,-0.3472165043283364,0.046724238569798654,0.7066523184091353,0.6448123002347975,0.7744230358682261,CHARLS
0.75,-0.3583587792748293,0.049024217527035785,0.6988223070634825,0.6347993935771596,0.7693022737429083,CHARLS
0.8000000000000003,-0.36950105422132223,0.05136983557431164,0.6910790556081969,0.6248860711968064,0.7642837360506656,CHARLS
0.8500000000000001,-0.38064332916781507,0.05375511862426247,0.6834216027064118,0.6150797396141026,0.7593569694538053,CHARLS
0.9000000000000004,-0.3917856041143081,0.05617501418129128,0.6758489976732853,0.6053862276002046,0.7545131468660291,CHARLS
0.9500000000000002,-0.4029278790608009,0.05862523626230472,0.6683603003579727,0.5958100670602856,0.7497447857815411,CHARLS
1,-0.41407015400729374,0.0611021366560683,0.6609545810269042,0.5863547237847249,0.7450455167490734,CHARLS
1.0500000000000003,-0.42521242895378675,0.06360259860764868,0.6536309202483577,0.5770227863237385,0.7404098937351423,CHARLS
1.1,-0.4363547039002796,0.06612394924637764,0.6463884087783097,0.5678161203661368,0.7358332389956446,CHARLS
1.1500000000000004,-0.44749697884677253,0.06866388750145457,0.639226147447551,0.5587359949417918,0.7313115161360001,CHARLS
1.2000000000000002,-0.4586392537932654,0.07122042472683181,0.632143247050054,0.549783185719943,0.726841226087519,CHARLS
1.25,-0.4697815287397582,0.07379183571582462,0.6251388282325755,0.5409580597313131,0.7224193216718172,CHARLS
1.3000000000000003,-0.4809238036862512,0.07637661819519907,0.6182120213854844,0.5322606450317782,0.7180431372353453,CHARLS
1.35,-0.4920660786327441,0.07897345923879871,0.6113619665347978,0.5236906881499951,0.7137103305114376,CHARLS
1.4000000000000004,-0.503208353579237,0.0815812073331366,0.6045878132354144,0.5152477016085238,0.7094188344201504,CHARLS
1.4500000000000002,-0.5143506285257299,0.08419884906758086,0.59788872046553,0.506931003360467,0.705166816963687,CHARLS
1.5,-0.5254929034722228,0.08682548961717022,0.591263856522223,0.4987397496238585,0.7009526477349947,CHARLS
1.5500000000000003,-0.5366351784187157,0.08946033634410523,0.5847123989181979,0.49067296230790985,0.6967748698452432,CHARLS
1.6,-0.5477774533652086,0.09210268497130016,0.5782335342796718,0.48272955199491335,0.6926321763062138,CHARLS
1.6500000000000004,-0.5589197283117016,0.09475190788384007,0.5718264582453929,0.4749083372575571,0.6885233900876664,CHARLS
1.7000000000000002,-0.5700620032581943,0.09740744419661104,0.5654903753667776,0.46720806094424994,0.68444744721692,CHARLS
1.75,-0.5812042782046872,0.10006879129272572,0.5592244990091545,0.45962740394719803,0.6804033824057333,CHARLS
1.8000000000000003,-0.5923465531511802,0.10273549759085872,0.5530280512541021,0.45216499687341283,0.6763903167841455,CHARLS
1.85,-0.603488828097673,0.10540715634281478,0.5469002628028701,0.4448194299627564,0.6724074473970061,CHARLS
1.9000000000000004,-0.614631103044166,0.10808340029763538,0.5408403728808678,0.4375892615357748,0.6684540381802818,CHARLS
1.9500000000000002,-0.6257733779906589,0.11076389709694312,0.5348476291432148,0.4304730252044362,0.6645294121838737,CHARLS
2,-0.6369156529371517,0.11344834528933662,0.5289212875813348,0.423469236038611,0.6606329448479451,CHARLS
-2,0.11010938790231954,0.08956153756508348,1.1164001844541793,0.9366634628948669,1.3306266564485587,ELSA
-1.95,0.10477024395270328,0.0875555092764479,1.110455447189942,0.9353461968354304,1.3183474785761855,ELSA
-1.9,0.09943110000308698,0.08555338228741972,1.1045423651525965,0.9340236412150139,1.3061916022059685,ELSA
-1.85,0.09409195605347075,0.08355543704331599,1.098660769780717,0.932695311047109,1.2941584167503022,ELSA
-1.8,0.08875281210385448,0.08156198085324211,1.0928104934104526,0.9313606753202643,1.282247367913981,ELSA
-1.75,0.08341366815423819,0.07957335109465136,1.0869913692707491,0.9300191515416997,1.2704579630542379,ELSA
-1.7,0.07807452420462192,0.07758991887277371,1.0812032314785942,0.9286700995120797,1.2587897773105259,ELSA
-1.65,0.07273538025500566,0.07561209320907265,1.075445915034288,0.9273128142072341,1.247242460628249,ELSA
-1.6,0.06739623630538939,0.07364032584633441,1.0697192558167408,0.9259465176203573,1.235815745822903,ELSA
-1.55,0.06205709235577313,0.07167511677405246,1.0640230905787935,0.9245703493917181,1.2245094578575815,ELSA
-1.5,0.056717948406156835,0.06971702059695849,1.0583572569425646,0.923183356021348,1.2133235245383773,ELSA
-1.45,0.05137880445654057,0.06776665389247387,1.0527215933948213,0.9217844784226009,1.2022579888697758,ELSA
-1.4,0.046039660506924304,0.06582470373021733,1.047115939282375,0.9203725375298156,1.1913130233567955,ELSA
-1.35,0.04070051655730804,0.0638919375593068,1.041540134807502,0.9189462176203548,1.180488946593604,ELSA
-1.2999999999999998,0.035361372607691746,0.06196921470792384,1.0359940210233878,0.9175040469487282,1.1697862425408843,ELSA
-1.25,0.03002222865807551,0.0600574997854065,1.030477439829597,0.9160443752170382,1.1592055829677124,ELSA
-1.2,0.024683084708459216,0.05815787833092236,1.0249902339675647,0.9145653473204085,1.148747853619272,ELSA
-1.15,0.01934394075884295,0.05627157511530638,1.0195322470161157,0.913064872707608,1.1384141847701914,ELSA
-1.1,0.0140047968092267,0.05439997557429323,1.0141033233870038,0.9115405895858303,1.1282059869345313,ELSA
-1.0499999999999998,0.008665652859610407,0.05254465093168628,1.0087033083204773,0.9099898230762263,1.1181249926258192,ELSA
-1,0.0033265089099941553,0.050707387658059794,1.0033320478808674,0.9084095362978406,1.1081733051894735,ELSA
-0.95,-0.0020126350396221238,0.048890221999901784,0.9979893889521992,0.9067962732313458,1.0983534558562136,ELSA
-0.8999999999999999,-0.007351778989238389,0.04709548039692914,0.9926751792338283,0.905146092107458,1.088668470271567,ELSA
-0.8499999999999999,-0.012690922938854668,0.045325826666022584,0.987389267236098,0.903454488007471,1.079121945814028,ELSA
-0.7999999999999998,-0.018030066888470947,0.043584316842438214,0.9821315022760213,0.9017163034033309,1.0697181409744392,ELSA
