class_label,time,mean_y,sd_y,n,cohort,variable
C1,13,-1.0812088764257342,0.3190018366447812,331,SHARE,env_formative
C1,14,-0.960481141900091,0.3784972690861493,42,SHARE,env_formative
C2,0,-0.19952034167467517,0.4411095260144659,12180,SHARE,env_formative
C2,1,-0.1889332295721798,0.3342332918501825,3,SHARE,env_formative
C2,2,-0.2976889626287176,0.321876607537224,7088,SHARE,env_formative
C2,3,-0.3167428851798634,0.3323707477237949,911,SHARE,env_formative
C2,4,-0.26438594229890316,0.3447448723509962,7477,SHARE,env_formative
C2,5,-0.27303290037949585,0.3545410633311512,2239,SHARE,env_formative
C2,6,-0.3625601110411096,0.36267763703903716,3640,SHARE,env_formative
C2,7,-0.3270134872937067,0.3852803605889996,1589,SHARE,env_formative
C2,8,-0.3600753066388594,0.3731958470763405,4056,SHARE,env_formative
C2,9,-0.35880410032766075,0.41185261349321456,2035,SHARE,env_formative
C2,10,-0.45596743814061763,0.37940453738997937,2333,SHARE,env_formative
C2,11,-0.47633279203462175,0.40516598793550573,555,SHARE,env_formative
C2,12,-0.4088010958101774,0.38887030242924264,687,SHARE,env_formative
C2,13,-0.44357621611655434,0.40084119246125066,937,SHARE,env_formative
C2,14,-0.4577306072466143,0.47922461694833846,126,SHARE,env_formative
C3,0,0.37042290467342903,0.3809758972271219,10775,SHARE,env_formative
C3,1,0.19279038731755588,0.3521228553881048,2,SHARE,env_formative
C3,2,0.2998304567069093,0.314340306066495,6470,SHARE,env_formative
C3,3,0.21174360287817504,0.3187198910927114,345,SHARE,env_formative
C3,4,0.31108813258954426,0.319004793452857,6707,SHARE,env_formative
C3,5,0.31804297227942696,0.3342216274648366,1454,SHARE,env_formative
C3,6,0.2336353341428117,0.34321762344998974,4260,SHARE,env_formative
C3,7,0.27358903440528154,0.3367376916122527,1846,SHARE,env_formative
C3,8,0.21749518639233514,0.34884128395419955,3293,SHARE,env_formative
C3,9,0.24058825744299675,0.3487494668191769,1883,SHARE,env_formative
C3,10,0.13386580524798003,0.36328870803016816,1792,SHARE,env_formative
C3,11,0.16097910160182594,0.36412978523018563,651,SHARE,env_formative
