class_label,time,mean_y,sd_y,n,cohort,variable
C4,3,0.7508997574630203,0.3201263527307269,150,CHARLS,ic_cfa
C4,4,0.7711552895796998,0.32147059352720087,262,CHARLS,ic_cfa
C4,5,0.7802618072546926,0.32204726526513233,220,CHARLS,ic_cfa
C4,6,0.5311105454294474,0.31493107792703634,7,CHARLS,ic_cfa
C4,7,0.7397264487909141,0.3521071579805224,308,CHARLS,ic_cfa
C4,8,0.7380602860264058,0.22866284407689963,6,CHARLS,ic_cfa
C4,9,0.7529315316922017,0.3665845953868877,210,CHARLS,ic_cfa
C1,0,-0.6947624038795843,0.39905571107485305,861,ELSA,ic_cfa
C1,2,-0.7826834021760679,0.38852667118998463,825,ELSA,ic_cfa
C1,4,-0.9367449369673885,0.4034338800867988,811,ELSA,ic_cfa
C1,6,-1.0061322555087766,0.40673211299933726,558,ELSA,ic_cfa
C1,8,-0.8443035262590519,0.3686854404556452,388,ELSA,ic_cfa
C1,10,-0.8790193020302468,0.3591006062028878,265,ELSA,ic_cfa
C1,12,-0.9544845772710321,0.3481282151633755,152,ELSA,ic_cfa
C1,14,-1.0083969846315863,0.32957613036153194,82,ELSA,ic_cfa
C1,16,-1.0704287827007717,0.38539466290537444,39,ELSA,ic_cfa
C2,0,-0.13356588220153437,0.3692254792431057,2501,ELSA,ic_cfa
C2,2,-0.21711710657687755,0.32966002777917486,2366,ELSA,ic_cfa
C2,4,-0.30159743130682043,0.3523411606782544,2325,ELSA,ic_cfa
C2,6,-0.39069635090117943,0.3670179917779607,1912,ELSA,ic_cfa
C2,8,-0.3653172449307153,0.3487795518783462,1552,ELSA,ic_cfa
C2,10,-0.48128388419845564,0.3595922672510045,1193,ELSA,ic_cfa
C2,12,-0.5413203664727864,0.3760656189568284,724,ELSA,ic_cfa
C2,14,-0.6155091365058107,0.36547908262211015,491,ELSA,ic_cfa
C2,16,-0.7054735642163793,0.3728228906845802,310,ELSA,ic_cfa
C3,0,0.29534094570812414,0.3454029350321013,4239,ELSA,ic_cfa
C3,2,0.21405146705068245,0.3145838840758966,4073,ELSA,ic_cfa
C3,4,0.1692436355945319,0.32082084024141444,4026,ELSA,ic_cfa
C3,6,0.09375873133076647,0.31415110354043624,3390,ELSA,ic_cfa
C3,8,0.028961466804907465,0.3075163130999174,2856,ELSA,ic_cfa
C3,10,-0.036467252461729105,0.312945280443651,2259,ELSA,ic_cfa
C3,12,-0.11389065844421928,0.3292511228605642,1431,ELSA,ic_cfa
C3,14,-0.19764588771275585,0.3533405617921757,1031,ELSA,ic_cfa
C3,16,-0.261641346994281,0.3680933606939597,707,ELSA,ic_cfa
C4,0,0.7386521984694626,0.34685954402646074,1843,ELSA,ic_cfa
C4,2,0.6550944080963604,0.3095344936950528,1782,ELSA,ic_cfa
C4,4,0.622882466992436,0.30962046390663617,1763,ELSA,ic_cfa
C4,6,0.5195592928083022,0.30861002529301934,1582,ELSA,ic_cfa
C4,8,0.4012696522878706,0.2998823131956322,1421,ELSA,ic_cfa
C4,10,0.34186140908987867,0.2999052513298219,1209,ELSA,ic_cfa
C4,12,0.2778982367426023,0.30850476647035685,845,ELSA,ic_cfa
C4,14,0.16409435628908584,0.32018809355368416,661,ELSA,ic_cfa
C4,16,0.11884963599574476,0.3784473199709662,441,ELSA,ic_cfa
C1,0,-0.5507098989084587,0.3650139328526695,2273,HRS,ic_cfa
C1,1,-0.6735786541037897,0.37317013626122714,84,HRS,ic_cfa
C1,2,-0.61366735165318,0.34771271648573626,2061,HRS,ic_cfa
C1,3,-0.6233110914015599,0.33187126816277357,159,HRS,ic_cfa
C1,4,-0.659104703119779,0.35988935732939586,2062,HRS,ic_cfa
C1,5,-0.6355553305572023,0.3533780788135497,105,HRS,ic_cfa
C1,6,-0.6815221143362498,0.35770052572165506,1632,HRS,ic_cfa
C1,7,-0.6890771744210439,0.3915977381905339,102,HRS,ic_cfa
C1,8,-0.699760424170402,0.3834842208612443,1238,HRS,ic_cfa
C1,9,-0.6538896235301469,0.3735428102988355,88,HRS,ic_cfa
C1,10,-0.7265414472585209,0.3686534524271936,678,HRS,ic_cfa
C1,11,-0.7146939817350043,0.41664404550489686,267,HRS,ic_cfa
C1,12,-0.7629142472229721,0.3637757927159442,648,HRS,ic_cfa
C1,13,-0.6960167818935533,0.44921380739134176,47,HRS,ic_cfa
C1,14,-0.7949853549179866,0.38737606533836066,456,HRS,ic_cfa
C1,15,-0.6379857973068719,0.4246399430573322,27,HRS,ic_cfa
C1,16,-0.7916213777713375,0.4149960016664217,226,HRS,ic_cfa
C1,17,-0.8326507304576092,0.4297077377008046,59,HRS,ic_cfa
C1,18,-0.5918366989414912,0.43048830238973584,147,HRS,ic_cfa
C1,19,-0.6111972516122625,0.33689861778548547,18,HRS,ic_cfa
C1,20,-0.5605603180788447,0.47462039965713815,72,HRS,ic_cfa
C1,21,-0.6140285360506658,0.5149845518668426,7,HRS,ic_cfa
C2,0,-0.12393033471883556,0.3389010938325296,7288,HRS,ic_cfa
C2,1,-0.18699563431116173,0.32092378898851787,373,HRS,ic_cfa
C2,2,-0.1612092438107958,0.337524849566172,6482,HRS,ic_cfa
C2,3,-0.16581680149486555,0.32294783821251816,628,HRS,ic_cfa
C2,4,-0.20292118036791293,0.33265801116023497,6397,HRS,ic_cfa
C2,5,-0.2069268039764185,0.35524777589797457,471,HRS,ic_cfa
C2,6,-0.22830140652143985,0.32809040381734433,5467,HRS,ic_cfa
C2,7,-0.1998947593408247,0.3271670708849936,432,HRS,ic_cfa
C2,8,-0.25916992365507663,0.3455378789619622,4534,HRS,ic_cfa
C2,9,-0.22465856910655466,0.3457639805409813,432,HRS,ic_cfa
C2,10,-0.3047442452231642,0.34335634494136313,3012,HRS,ic_cfa
C2,11,-0.29596190750835993,0.37425688125923634,848,HRS,ic_cfa
C2,12,-0.33908643286374085,0.35901260708604105,2906,HRS,ic_cfa
C2,13,-0.3310836466266715,0.4256340910665397,208,HRS,ic_cfa
C2,14,-0.38519776150416085,0.36338062918972347,2309,HRS,ic_cfa
C2,15,-0.331834131495485,0.3789019800926004,128,HRS,ic_cfa
C2,16,-0.4073660124217882,0.3848608150417849,1482,HRS,ic_cfa
C2,17,-0.298630158210174,0.4458188949005397,288,HRS,ic_cfa
C2,18,-0.28144687756652315,0.4107446684737556,1083,HRS,ic_cfa
C2,19,-0.2976743695285759,0.44172489715454843,98,HRS,ic_cfa
C2,20,-0.30936163603293115,0.4161901393881495,654,HRS,ic_cfa
C2,21,-0.2957875891242148,0.48732345179342784,69,HRS,ic_cfa
C3,0,0.25853570484206095,0.3302574205764511,8868,HRS,ic_cfa
C3,1,0.2186384683142829,0.32094076405022937,453,HRS,ic_cfa
C3,2,0.22520151329483165,0.32047525009539124,7928,HRS,ic_cfa
C3,3,0.22204745811261875,0.3179658665002256,749,HRS,ic_cfa
C3,4,0.2009083982658554,0.3096650858538332,7826,HRS,ic_cfa
C3,5,0.1989939433070517,0.31305640566820503,580,HRS,ic_cfa
C3,6,0.16254210610066983,0.31798358861434267,6802,HRS,ic_cfa
C3,7,0.1507495065878219,0.3237762429433646,555,HRS,ic_cfa
C3,8,0.13076623461952758,0.3244883951403542,5869,HRS,ic_cfa
C3,9,0.14149716962750056,0.32933994677377293,576,HRS,ic_cfa
C3,10,0.08266573491243229,0.3202583569719107,4315,HRS,ic_cfa
