term,estimate,std.error,robust.se,statistic,p.value,conf.low,conf.high,stratum,n,n_events
cum_env_prop,0.6905944585622534,0.027241792859959008,0.03000572978361825,-12.33772752137089,5.673464496338533e-35,0.6511516804331304,0.7324264384600158,Low_IC,28880,10113
cum_env_prop,0.6830492416400434,0.02837653642057656,0.03147595202569124,-12.11046215833385,9.29688502556442e-34,0.6421842271661176,0.7265146772039164,Mid_IC,33276,8216
cum_env_prop,0.5984937373913222,0.03126038391300741,0.03503256983001692,-14.653199019380622,1.2851936357063782e-48,0.5587786869737111,0.6410315247286532,High_IC,34736,6529
