"model","k","hr","hr_lower","hr_upper","p_value","I2","tau2","percent_change_from_base_loghr","cohorts"
"base_same_sample",4,0.924216377629608,0.867116506504392,0.98507629167646,0.0154320061917373,58.9620282897783,0.00241862046944754,0,"ELSA;HRS;MHAS;SHARE"
"joint_education_marital",4,0.930817346625812,0.8821817034082,0.982134326105616,0.00883544490602221,42.3627852730631,0.00124931941473115,9.03049519118257,"ELSA;HRS;MHAS;SHARE"
