"cohort","model","variable","log_hr","se_log_hr","hr","p_value","hr_lower","hr_upper","n","n_events"
"KLoSA","M4_Interaction_reduced","ic_cfa",-0.492396949863392,0.0394561255130136,0.61115971790953,9.64612814782822e-36,0.56567761046935,0.660298717648281,7346,2218
"KLoSA","M4_Interaction_reduced","env_formative",-0.0660715022240199,0.039791249822055,0.936063931245808,0.0968233450182969,0.865833760017505,1.01199066592372,7346,2218
"KLoSA","M4_Interaction_reduced","ic_env_cont",-0.0498195086162118,0.0600872899586875,0.951401128710941,0.40703712189541,0.8456999959903,1.07031348232717,7346,2218
"KLoSA","M4_Interaction_reduced","age",0.110011241598896,0.00294460229636326,1.11629061927973,1.7248181130027e-305,1.10986659242647,1.1227518290893,7346,2218
"KLoSA","M4_Interaction_reduced","female",-0.546950595351375,0.0459336894077327,0.5787118490333,1.08307956156167e-32,0.528886922749347,0.633230639302954,7346,2218
"KLoSA","M4_Interaction_reduced","chronic_n",0.108508912478735,0.0226133578174161,1.11461484247515,1.59903659918393e-06,1.06629149001586,1.16512816495181,7346,2218
