"outcome","model","hr","hr_lower","hr_upper","p_value","i2","tau2","k"
"DFS","M4_IPCW_pooled",0.893975689827074,0.828548394293481,0.96456952847429,0.00384973436279987,73.8240451431319,0.00538247186938313,5
