term,estimate,std.error,statistic,p.value,conf.low,conf.high
slope_4grpIC_decline/Env_decline,1.0720879877155876,0.019315484810309917,3.6037478767363074,3.1366132869909015e-4,1.032259906568424,1.1134527710418936
slope_4grpIC_decline/Env_stable,0.9871586742001629,0.02042773158386093,-0.6326932720288645,0.5269339642657097,0.9484159505764167,1.0274840353078882
slope_4grpIC_stable/Env_decline,1.0590422031759752,0.02004919838561042,2.861207547304072,0.004220306709167048,1.0182334468895033,1.1014864926446815
